"","brewery_name","brewery_id","beers","beers_id","n_beers","mean_overall","mean_aroma","mean_appearance","mean_palate","mean_taste","n_reviews"
"37","Ægir Bryggeri",20864,"[""Harvest Ale"",""Ægir IPA"",""Ægir Bøyla Blonde Ale"",""Ægir India Pale Ale"",""Ægir Rallar Amber Ale"",""Ægir Sumbel Porter"",""Natt Imperial Porter"",""Ægir Brime Red Lager"",""Julebrygg (7%)""]","[""73156"",""75558"",""52662"",""52668"",""71250"",""69857"",""67738"",""52667"",""64836""]",9,4.025,3.825,3.75,3.9,4.075,20
"38","Afanasy Pivo (Brau Service)",1384,"[""Afanasy Porter"",""Afanasy Svetloye"",""Yaroslavskoye Svetloye"",""Tverskoye Svetloye"",""Afanasy Gold Premium"",""Sixx"",""Afanasy Krepkoye"",""Bockovoj Kvas"",""Zhigulovskoye"",""Afanasy Premium Klassichiskoye"",""Afanasy Ultra Premium"",""Afanasy Dobroe"",""Afanasy Tyemnoye"",""Afanasy Zolotistoye""]","[""12057"",""7055"",""14416"",""14472"",""25266"",""16382"",""14441"",""69604"",""14443"",""15007"",""25182"",""10089"",""6309"",""15052""]",14,3.25609756097561,3.36585365853659,3.3780487804878,3.35365853658537,3.41463414634146,41
"39","Ahornberger Landbrauerei",2769,"[""Ahornberger Pilsner"",""Ahornberger Märzen"",""Ahornberger Hopfig"",""Ahornberger Premium"",""Ahornberger Dunkel"",""Feines Ahonberger Landbier"",""Ahornberger Maibock"",""Ahornberger Dark Marzen""]","[""59062"",""11120"",""11119"",""11125"",""11118"",""26793"",""11124"",""55615""]",8,4.04347826086957,3.71739130434783,3.71739130434783,3.89130434782609,3.89130434782609,23
"40","Aiken Brewing Company",9035,"[""Aiken Thoroughbred Red"",""Aiken Wee Heavy"",""Aiken Honeywheat"",""Aiken's Natural Blonde"",""Aiken Czech Pilsner"",""Aiken Standard Bred Golden Honey Wheat"",""Aiken Maple Coconut Stout"",""Aiken West Coast Pale Ale"",""Aiken Raspberry Wheat"",""Aiken Strong Scotch Ale"",""Aiken Scottish Style Ale"",""English India Pale Ale"",""Aiken Double Pale Ale"",""Aiken Powder House Porter"",""Aiken Oktoberfest"",""Randy's Grand Cru"",""Aiken Abbey Ale"",""Aiken Kolsch"",""Aiken Oatmeal Stout"",""Olde Aiken Ale"",""Aiken Nitro Stout"",""Aiken German Doppel Bock""]","[""30792"",""66632"",""66631"",""45156"",""37306"",""16414"",""36089"",""36088"",""16415"",""47686"",""30676"",""49873"",""49055"",""16413"",""45163"",""16416"",""73297"",""63852"",""17348"",""56062"",""66633"",""47644""]",22,4.0625,3.73214285714286,3.78571428571429,3.75,3.875,56
"41","Airdale Brewing Company",18174,"[""The Angry Panda"",""Airdale Horizon"",""Airdale Homecoming"",""Airdale Altitude"",""Airdale Afterburner"",""Airdale Bombshell"",""Airdale Dark And Stormy""]","[""70630"",""45267"",""45268"",""45266"",""49757"",""51356"",""47606""]",7,3.53703703703704,3.57407407407407,3.68518518518519,3.5,3.48148148148148,27
"42","Airways Brewing Company",22536,"[""Delta Hag"",""Pilot / Co-Pilot Stout"",""Brussels Layover SkyHag"",""First Class"",""Oaked Jet City"",""Chocolate Stout"",""SkyHag"",""Seven Series IPA #1"",""Triple Chocolate Stout"",""Jet City ESB"",""Uber Sky Hag"",""Midnight Departure Seven Series IPA #5 (Cascadian Dark Ale)"",""Honey Blonde"",""Starliner Stout""]","[""74401"",""57494"",""65718"",""61385"",""65719"",""57565"",""61384"",""57497"",""61383"",""57495"",""71422"",""57564"",""57498"",""65143""]",14,3.76315789473684,3.63157894736842,3.84210526315789,3.78947368421053,3.68421052631579,19
"43","Aksarben Brewing Co.",13177,"[""Irish Stout"",""Ken's IPA"",""Belgian Ale"",""European Lager"",""Marzen Lager"",""Antler Ale"",""Rein-bold Extra Dry""]","[""28667"",""28916"",""28666"",""28521"",""28522"",""28524"",""28519""]",7,2.27777777777778,2.61111111111111,3.5,2.38888888888889,2.66666666666667,9
"44","Aktien-Brauerei Kaufbeuren AG",1623,"[""Weizen"",""St. Martin Dunkler Doppelbock"",""Hell"",""St. Blasius Weizenbock"",""Heller Belli Bock"",""Weizen Anno 25 Hefe Weisse"",""Kaufbeurer Tänzelfestbier"",""Jubiläums German Pils"",""Hefeweizen Hell"",""St. Martin Dunkler Bock"",""Frundsberg Dunkel"",""Buronator Doppelbock"",""Tanzelfest"",""Holzhausener Landbier"",""Premium Edel (Spezialbier Edel)"",""Maibock"",""Oktoberfest"",""Steingadener Weisse Dunkel"",""Allgäu Premium Naturtrübes Kellerbier"",""Kellerbier Anno 1308"",""Allgäu Premium Goldhelles Landbier"",""Allgäu Premium Hefetrübes Weissbier""]","[""10919"",""4531"",""6701"",""27464"",""34434"",""24221"",""34493"",""11925"",""12785"",""41114"",""11549"",""37891"",""7765"",""5707"",""6688"",""33547"",""7764"",""4584"",""15856"",""61738"",""15870"",""15826""]",22,3.67162162162162,3.53918918918919,3.46486486486487,3.57702702702703,3.60675675675676,370
"45","Al Ahram Beverages Company",2430,"[""Sakara Gold"",""El Dorado Premium Pilsener"",""Stella"",""Stella Export"",""Stella Premium"",""Meister"",""Sakara King"",""Meister Max"",""Sakara Red""]","[""16122"",""38082"",""27586"",""27588"",""27585"",""21652"",""35982"",""27589"",""27590""]",9,2.83,2.58,2.83,2.65,2.53,50
"46","Alameda Brewhouse",2980,"[""Papa Noel's Olde Ale"",""Siskiyou Golden Ale"",""Saint Brigid Irish Red"",""El Torero Organic IPA"",""East Village Amber"",""Brickhouse Brown"",""Stout"",""Gold"",""Porter"",""Black Bear XX Stout"",""Irvington Juniper Porter"",""Beaumont Bock"",""Klickitat Pale Ale"",""Wilshire Wheat Ale"",""Yellow Wolf Imperial IPA"",""IPA"",""Papa Noel's Moonlight Reserve"",""Knott Street Knutt Brown"",""Bad Bunny Cream Ale"",""My Bloody Valentine"",""Belgian Golden Strong Ale"",""Wasco Indian Summer Ale (ISA)"",""Turk's Head ESB"",""Pub Geyser Lager"",""Mean Old John's Barleywine"",""Cascadian Coal CDA""]","[""14677"",""18349"",""67475"",""31413"",""25836"",""25837"",""7216"",""19536"",""14402"",""16046"",""16045"",""16117"",""20036"",""19429"",""51783"",""8242"",""64766"",""20870"",""68458"",""66125"",""44013"",""16048"",""16587"",""44014"",""22202"",""61242""]",26,3.9131455399061,3.84272300469484,3.93192488262911,3.89906103286385,3.95070422535211,213
"47","Alandale Brewing Company",14268,"[""Marzen"",""Amber Ale"",""Dopplebock Lager"",""Bittersweet Honey Wheat"",""Oatmeal Stout Ale"",""Platinum Blonde Lager"",""English Golden Ale"",""Irish Red"",""Sugar Creek Lager"",""Porter"",""Passionate Blonde"",""American IPA"",""American Wheat Ale"",""Winter Lager"",""Chocolate Stout"",""Pilsner"",""Octoberfest"",""Pumpkin Ale"",""All American Ale"",""Vienna"",""Blackberry Wheat""]","[""46099"",""34180"",""34182"",""42266"",""34190"",""34387"",""43771"",""44742"",""46100"",""40519"",""43995"",""34698"",""34391"",""34181"",""39292"",""34697"",""39291"",""34389"",""39233"",""33857"",""35652""]",21,3.8265306122449,3.57142857142857,3.80612244897959,3.6734693877551,3.72448979591837,49
"48","Alaskan Brewing Co.",429,"[""Alaskan Smoked Porter"",""Alaskan Amber"",""Alaskan Raspberry Wheat (Pilot Series)"",""Alaskan Winter Ale"",""Alaskan Summer Ale"",""Alaskan ESB"",""Alaskan Stout"",""Alaskan Pale"",""Alaskan Imperial IPA (Pilot Series)"",""Alaskan Fresh Hop ESB (Rough Draft Series)"",""Alaskan Barley Wine (Pilot Series)"",""Alaskan Birch Bock (Rough Draft Series)"",""Alaskan Raspberry Stout"",""Alaskan Baltic Porter (Pilot Series)"",""Alaskan Perseverance Ale (Pilot Series)"",""Alaskan Boogie Bitter"",""Alaskan Jalapeno Imperial IPA"",""Alaskan Witbier (Rough Draft Series)"",""Alaskan Heritage Coffee Brown Ale"",""Alaskan Double Black IPA (Pilot Series)"",""Alaskan IPA"",""Alaskan Black IPA"",""Alaskan White""]","[""1769"",""1309"",""58251"",""1768"",""3961"",""1306"",""1305"",""1469"",""67154"",""76719"",""35924"",""72609"",""39270"",""36532"",""72762"",""18333"",""42652"",""44238"",""42097"",""61144"",""22787"",""76892"",""49070""]",23,3.91079158936302,3.78741496598639,3.81972789115646,3.79128014842301,3.85405071119357,3234
"49","Alaus Darykla Kalnapilis",1273,"[""Kalnapilis Export"",""Kalnapilis Pilsner"",""Kalnapilis Grand"",""Kalnapilis Black"",""Kalnapilis Premium"",""Kalnapilis 7.30"",""Kalnapilis Kastonu"",""Kalnapilis In Ice"",""Kalnapilis Original""]","[""3440"",""16381"",""20026"",""26560"",""16510"",""16755"",""77094"",""16657"",""27189""]",9,3.14347826086957,2.9,3.1695652173913,3.08695652173913,2.96086956521739,115
"50","Albani Bryggerierne (Royal Unibrew)",785,"[""Albani Julebryg - Blålys"",""Giraf Beer"",""Giraf Gold"",""Albani Rødhætten (Julebryg)"",""Albani H. C. Andersen 1805"",""Albani Odense Pilsner"",""Albani Royal Red"",""Albani Royal Classic""]","[""16112"",""2401"",""15076"",""22726"",""22725"",""22722"",""31661"",""31664""]",8,3.26190476190476,3.07142857142857,3.30952380952381,3.0952380952381,3.0952380952381,21
"51","Alcatraz Brewing Co.",1930,"[""Black Velvet"",""Alcatraz ESB"",""American Stout"",""Alcatraz Frostbite Ale"",""Penitentiary Pilsner"",""Hop Goddess"",""Blue-Berry Wheat Beer"",""Alcatraz Ginseng Pale Ale"",""Maple Cured Pale Ale"",""Extra Special Bitter"",""Lee's Choice Oatmeal Stout"",""Rebel Razz Wheat"",""Duipa"",""Octoberfest"",""Strawberry Wheat"",""India Pale Ale"",""Maclead's Kiltlifter"",""Flanders Pale Ale"",""Alcatraz Cable Car Stout"",""Blonde Bear Lager"",""Dark Tsar Imperial Stout"",""Alcatraz Searchlight Golden Ale"",""Weiss Guy Wheat"",""Annihilator Doppelbock"",""Tiger Blood Trippel"",""Frisco Fog Witbier"",""Honey Oatmeal Stout"",""Nacktbrau Marzen"",""Black & Mild"",""Gold Rush Steam Beer"",""Yoors Light Lager"",""Birdman Brown"",""Arrogant Jerk"",""Fat Abbott Dubbel"",""Orange Blossom Honey Blonde"",""Pelican Pale Ale"",""Apricot Wheat"",""Searchlight Golden Ale"",""Alcatraz Weiss Guy Wheat"",""Big House Red"",""Alcatraz Prison (or Penitentiary ) Porter"",""Boogieman Belgian Brown"",""Eisbock"",""Golden Devil Hell Lager"",""MacInnes Stout"",""Pale Ale"",""Alcatraz Lights Out Stout"",""Drunken Uncle Dunkel"",""Decker In The Rye"",""Eaglecreek Rogue"",""Alcatraz Sledgehammer Strong Ale""]","[""40290"",""15413"",""46177"",""15412"",""60973"",""64888"",""51315"",""15411"",""46176"",""58801"",""34506"",""60975"",""60968"",""60972"",""46299"",""44466"",""37079"",""60970"",""15410"",""55530"",""64306"",""15408"",""41630"",""54365"",""67362"",""52256"",""44464"",""61908"",""42864"",""54366"",""41628"",""7032"",""51314"",""58803"",""58800"",""8221"",""55589"",""41629"",""15409"",""7031"",""10621"",""44465"",""64391"",""46298"",""67361"",""25748"",""7107"",""41633"",""37080"",""44463"",""29940""]",51,3.33760683760684,3.20512820512821,3.4957264957265,3.43589743589744,3.23504273504274,117
"52","Aldaris",1382,"[""Porteris"",""Muižnieku"",""Uguns"",""Gaisais Ale"",""Senais (Ancient)"",""Legenda 1865"",""Ziemas Tumšais (Winter Dark)"",""Pilzenes"",""Apin&#299;tis Gaiais Alus (Apinitis Pale Beer)"",""Aldara Tumsais (Dark)"",""Kvieu (Wheat)"",""Luksus Non-Pasteurised"",""Aldara Stiprais (Strong)"",""Zelta"",""Ziemassv&#275;tku Christmas Beer"",""Luksus"",""D&#363;maku (Smoky)"",""Ice Beer"",""Zelta Black"",""Latvijas Sevi&#311;ais""]","[""5975"",""69691"",""31209"",""43099"",""57890"",""31210"",""76807"",""31114"",""49705"",""31133"",""50323"",""44586"",""31113"",""6156"",""46669"",""31134"",""57860"",""31211"",""60154"",""44518""]",20,3.40248962655602,3.35892116182573,3.63278008298755,3.46473029045643,3.38174273858921,241
"53","Ale Asylum",13837,"[""Big Slick Stout"",""Hopalicious"",""Contorter"",""Mad Town Nut Brown"",""Sticky McDoogle"",""Ballistic IPA"",""Bamboozleator"",""Mercy"",""Happy Ending"",""Hatha-Weizen"",""Satisfaction Jacksin"",""Disporterly Conduct"",""Tripel Nova"",""Ambergeddon"",""Diablo"",""Bedlam"",""Gold Digger Blonde Ale""]","[""31266"",""30679"",""42364"",""31412"",""36045"",""48317"",""42058"",""46231"",""30680"",""31385"",""53042"",""35080"",""30632"",""31117"",""30631"",""57290"",""34302""]",17,3.93480934809348,3.86961869618696,3.88991389913899,3.79643296432964,3.87269372693727,813
"54","Ale Industries",19890,"[""Orange Shush"",""B.B. LeRoy"",""Bliss"",""East Bay IPA"",""Fall Down Brown"",""Agent Ned"",""Anniversary Ale"",""Rye'd Piper"",""Fysus"",""Orange Kush (Shush)"",""Xtra Pale Ale""]","[""52993"",""63602"",""66205"",""71865"",""74817"",""75274"",""57538"",""59221"",""63603"",""71975"",""56413""]",11,3.5952380952381,3.69047619047619,3.67857142857143,3.53571428571429,3.63095238095238,42
"55","AleSmith Brewing Company",396,"[""AleSmith IPA"",""AleSmith Speedway Stout"",""AleSmith X"",""AleSmith Decadence 2007 Imperial Porter"",""AleSmith Horny Devil"",""Anvil Ale ESB"",""YuleSmith (Summer)"",""AleSmith Decadence 2008 English Style Barleywine"",""AleSmith Nautical Nut Brown Ale"",""AleSmith Stumblin' Monk"",""AleSmith Speedway Stout - Orange Rum"",""Alesmith Speedway Stout - Finca San Gabriel Bourbon Coffee"",""AleSmith Speedway Stout - Spearmint"",""AleSmith Evil Dead Red"",""AleSmith Wee Heavy"",""AleSmith Decadence 2005 Barrel Aged"",""AleSmith Old Numbskull"",""AleSmith Grand Cru Ale"",""AleSmith Blacksmith's Blonde Ale"",""AleSmith English Wee Heavy"",""Alesmith Speedway Stout - Vanilla And Coconut "",""AleSmith Liars Club ESB"",""Alesmith Speedway Stout - Double Coffee"",""AleSmith Decadence 2006 (Dead By Dawn) Barrel Aged"",""AleSmith Lil' Devil"",""AleSmith IPA2"",""AleSmith Speedway Stout - Barrel Aged"",""AleSmith My Bloody Valentine"",""AleSmith Speedway Stout - Traditional Mexican Chocolate"",""AleSmith Decadence 2008 Barrel Aged"",""AleSmith Decadence 2010 English Style Old Ale"",""AleSmith Speedway Stout - Brewer's Blend"",""AleSmith Speedway Stout - Tod's Decaf Blend"",""AleSmith Speedway Stout - Cherries & Rye Whiskey Oak Chips"",""Alesmith Speedway Stout - Vanilla"",""AleSmith Speedway Stout - Madagascar Cocoa Nibs & Vanilla Beans"",""AleSmith Speedway Stout - Mole Surprise"",""AleSmith All English Anvil Ale ESB"",""YuleSmith (Winter)"",""AleSmith Speedway Stout - Vietnamese Coffee"",""Alesmith Speedway Stout - Dry Hopped W/ Slovenian Hops"",""San Diego Dark Session Ale"",""AleSmith Wee Heavy - Barrel Aged"",""AleSmith Decadence 2007 Imperial Porter Barrel Aged"",""Alesmith Speedway Stout - Madagascar Organic Fair Trade Cocoa Nibs Speedway"",""Alesmith Speedway Stout - Islay Scotch Whisky-Soaked American Oak Chip"",""Alesmith Speedway Stout - Toasted Coconut"",""AleSmith Weizenbock"",""AleSmith Decadence 2006 (Dead By Dawn)"",""AleSmith Decadence 2009 Dunkel Weizenbock"",""AleSmith Wee Heavy W/Scotch Soaked Oak Chips"",""Alesmith Speedway Stout - Chipotle And Morita Pepper"",""AleSmith Best Bitter"",""AleSmith Old Numbskull - Barrel Aged"",""AleSmith Speedway Stout - Kopi Luwak"",""AleSmith Speedway Stout - Oak Aged""]","[""3916"",""3833"",""1370"",""41926"",""2361"",""2872"",""7284"",""50465"",""9791"",""2348"",""75214"",""63203"",""75215"",""10387"",""16400"",""34340"",""6646"",""27371"",""11205"",""74974"",""70054"",""38858"",""43390"",""72756"",""15966"",""12249"",""31484"",""28312"",""75213"",""70038"",""59194"",""72055"",""75217"",""76607"",""63214"",""75221"",""75216"",""48459"",""47647"",""75218"",""75220"",""70046"",""29708"",""48450"",""63212"",""63216"",""63205"",""1129"",""37610"",""54797"",""66605"",""63213"",""74973"",""21120"",""54035"",""54011""]",56,4.17178837319816,4.20283541897671,4.19554886741644,4.17598606051006,4.25027720576588,6313
"56","Alexander Keith's",6994,"[""Alexander Keith's India Pale Ale"",""Alexander Keith's Dark Ale"",""Alexander Keith's Red Amber Ale"",""Alexander Keith's Nova Scotia Style Lager"",""Celebration Amber Ale"",""Alexander Keith's Light Ale"",""Alexander Keith's Ambrosia Blonde"",""Alexander Keith's Traditional Lager"",""Alexander Keith's Nova Scotia Style Pale Ale"",""Alexander Keith's Honey Brown Ale"",""Schooner"",""Alexander Keith's Harvest Ale"",""Oland Export"",""Alexander Keith's Premium White"",""Alexander Keith's Nova Scotia Style Brown Ale"",""Alexander Keith's Tartan Ale""]","[""264"",""45965"",""29070"",""68483"",""12151"",""3043"",""70055"",""41555"",""68370"",""14066"",""8321"",""62622"",""13822"",""48718"",""68435"",""67234""]",16,3.07528641571195,2.72340425531915,3.07692307692308,2.89689034369885,2.78068739770867,611
"57","Alfa Bierbrouwerij B.V.",546,"[""Alfa Super Dortmunder"",""Alfa Edel Pils"",""Brummen"",""Alfa Lentebok"",""Alfa Super Strong 9.2"",""Alfa Oud Bruin"",""Limbricht Pilsener Bier"",""Eindhoven Special Reserve"",""Alfa Bokbier""]","[""5855"",""1431"",""5372"",""5853"",""54342"",""71326"",""5856"",""5109"",""5852""]",9,3.4,2.98,3.17,3.26,3.25,50
"58","Allagash Brewing Company",4,"[""Allagash Victor Ale"",""Allagash Black"",""Allagash Tripel Ale"",""Allagash Dubbel Ale"",""Allagash White"",""Allagash Interlude"",""Allagash Confluence Ale"",""Allagash Grand Cru"",""Allagash FOUR"",""Allagash Avancé"",""Allagash Fedeltá"",""Allagash Coolship Balaton"",""Allagash Lawrence (Larry)"",""Allagash Thing 2"",""Allagash My Other Brother Daryl"",""Allagash Old HLT"",""Allagash Kinison"",""Allagash Fluxus 2010"",""Allagash Summer Ale"",""Allagash 11th Anniversary Ale"",""Allagash Vagabond Ale"",""Allagash Batch Ale"",""Allagash Vrienden"",""Allagash Coolship Resurgam"",""Allagash Yakuza"",""Allagash Thing 1"",""Allagash Coolship Red"",""Allagash Inoculator"",""Allagash Fluxus 2009"",""Allagash Fluxus 2007"",""Allagash Bruin Ale"",""Allagash FOUR - Bourbon Barrel Aged"",""Allagash Black - Bourbon Barrel Aged"",""Allagash Little Big Beer"",""Allagash Odyssey"",""Allagash Hugh Malone"",""Allagash Lyon's Folly"",""Allagash Mattina Rossa"",""Allagash Coolship Cerise"",""Allagash Curieux (Bourbon Barrel-Aged Tripel)"",""Allagash Musette"",""Allagash Fluxus 2011"",""Allagash Gargamel Ale"",""Allagash Big Little Beer"",""Allagash Victoria Ale"",""Allagash 10th Anniversary Ale - Bourbon Barrel Aged"",""Allagash Fluxus 2008"",""Allagash Victor Francenstein"",""Allagash Confluence - Raspberry"",""Allagash Rosa"",""Allagash Blonde Ale"",""Allagash Ghoulschip"",""Allagash Burnham Road"",""Allagash Tripel Roselaire"",""Allagash Musette - Dry Hopped"",""Allagash Indigenuts"",""Allagash 10th Anniversary Ale"",""Allagash Speciale Reserve"",""Allagash My Brother Daryl"",""Allagash Drunken Promise""]","[""37206"",""40051"",""448"",""10"",""59"",""27837"",""47277"",""58"",""16655"",""58278"",""46024"",""73407"",""61439"",""71958"",""59577"",""58296"",""71960"",""60919"",""9564"",""32048"",""53518"",""33153"",""67214"",""58840"",""76367"",""71957"",""58839"",""36863"",""52215"",""39041"",""8865"",""25223"",""48279"",""63296"",""21363"",""36527"",""39854"",""72430"",""58838"",""16909"",""31254"",""71633"",""49662"",""65052"",""30174"",""46854"",""44093"",""56665"",""53253"",""43301"",""60712"",""62072"",""49691"",""34880"",""43302"",""69252"",""24209"",""1050"",""58298"",""46873""]",60,4.05955470564131,4.01434230296408,4.05907662887584,4.01707417019533,4.0924737057779,7321
"59","Allentown Brew Works",16096,"[""Fegley's Amber Lager"",""Space Monkey"",""Rude Elf's Reserve"",""Hop Explosion"",""Oktoberfest"",""Funky Monkey"",""Copper Kettle Pale Ale"",""Weizenbock"",""Bail Bond Bock"",""Pig Pen Pilsner"",""Pawn Shop Porter"",""Bourbon Barleywine"",""Harvest Fest Pale Ale"",""8th Street Wheat"",""Fegley's Bourbon Barrel Aged Insidious"",""Espresso Stout"",""Fegley's Insidious Imperial Stout"",""Farmhouse Ale"",""West End Red"",""Maibock"",""Hop'solutely"",""Devious"",""Bagpiper's Scotch Ale"",""Monkey Wrench"",""Double-O Seven"",""Duffer's Pale Ale"",""Pigtail Ale"",""Cocoa Porter"",""Small Hands"",""Pumpkin Ale"",""Big Red Bock"",""Grand Cru"",""Always Sunny"",""Blueberry Belch"",""Stop, Hop & Roll"",""Steelgarden Wit"",""Obsidian"",""Old Allentown Ale"",""Hop Monster""]","[""47815"",""59610"",""47814"",""39732"",""45706"",""76058"",""40752"",""75770"",""42572"",""38150"",""37815"",""55411"",""62810"",""46098"",""76499"",""54858"",""59158"",""54856"",""44192"",""42570"",""53962"",""61168"",""47818"",""68482"",""73259"",""69089"",""38244"",""74826"",""74725"",""39199"",""55830"",""42575"",""76542"",""44418"",""49384"",""40910"",""76057"",""39733"",""54857""]",39,3.59654178674352,3.68011527377522,3.80115273775216,3.5821325648415,3.60662824207493,347
"60","Alley Kat Brewing Company",711,"[""Summer Ale"",""Sherbrooke Neapolean Neapolitan Stout"",""Herbstweizen Krystal Weizen"",""Alley Kat Coffee Porter"",""Fresh Hop Full Moon"",""Blue Dragon"",""Razzykat"",""Cringer Cranberry Ginger Ale"",""Sorrentino's Garlic Lager"",""Aprikat"",""Chocolate Orange Porter"",""Maibock"",""Alligator Blackened Lager"",""Kiltlifter Scotch Ale"",""Brewberry Blueberry Ale"",""Sherbrooke Chocolate Cherry Ostiarius"",""Chat-O"",""Pi Jiu"",""Accent Double Edged IPA"",""Olde Deuteronomy"",""Sherbrooke Bad Hare Day"",""Unity Brew"",""Ochsner's 1905 Alberta Porter"",""Full Moon Pale Ale"",""Pumpkin Pie Spiced Ale"",""Sherbrooke Rye Dawn (Barrel #1A)"",""KGB"",""Apple Wit"",""Goldspur"",""Three Bears Oatmeal Stout"",""Cascadian Dark Ale"",""White Tail Hefeweizen"",""Buffalo Beer"",""Red Dragon"",""Belgian Style Tripel"",""Alley Kat Smoked Porter"",""Taste 25"",""Sherbrooke Aaiieeeeeeeeee Caramba! - Serrano Chili"",""Ein Prosit!"",""Sherbrooke Rye Dawn (Barrel #1)"",""Fireside Mild"",""Heatseeker"",""Spiced Dark Ale"",""Charlie Flint's Original Lager"",""St. Paddy's Red Ale"",""Raspberry Mead"",""Weihnachtskatze"",""Alley Kat Amber"",""Sherbrooke Big Al's Red Kiss"",""Chinese New Beer"",""Twisted Horn Cream Ale"",""Sherbrooke Aaiieeeeeeeeee Caramba! - Thai Green Chili"",""Ginger Beer"",""Van Helsings All Natural Mouthwash"",""Yellowhead Wheat Ale"",""Loaded Goat Maibock"",""Radiator Doppelbock"",""Sherbrooke Shamrock""]","[""30700"",""58696"",""36951"",""38798"",""73640"",""75600"",""2070"",""75089"",""49417"",""2064"",""64494"",""42637"",""17106"",""27920"",""57493"",""39743"",""6679"",""43706"",""68815"",""2066"",""41795"",""62801"",""61268"",""2065"",""38904"",""46632"",""54061"",""62424"",""36133"",""66523"",""63595"",""70342"",""14381"",""72873"",""58094"",""2073"",""51413"",""45796"",""2069"",""44318"",""47136"",""45123"",""76364"",""10532"",""2071"",""49751"",""2072"",""2063"",""41510"",""65973"",""15575"",""46315"",""60182"",""59696"",""25685"",""68497"",""33060"",""35823""]",58,3.84364820846906,3.80537459283388,3.75,3.69218241042345,3.80374592833876,614
